objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"A kis herceg-Az én kis bolygóm","134453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70531828","6.3627","6.88809","1.5792","1643","5110","thing","The Little Prince: Make Me a Planet","2","5","25","25","25","2013","2,3,4,5","2,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"A Mars terraformálása","167791","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532847","8.19287","8.34237","3.2659","8","153864","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"A nyugati királyság építőmesterei","236457","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532855","7.51773","7.71232","2.7577","124","43607","thing","Architects of the West Kingdom","1","5","80","80","60","2018","1,2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"A Nyugati királyság építőmesterei: A kézművesek kora","285235","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439513","6.85588","8.05667","2.8592","0","12092","thing","Architects of the West Kingdom: Age of Artisans","1","6","80","80","60","2020","1,2,3,4,5,6","4","10+","No necessary in-game text","","","","","","expansion","","","","",""
"A nyugati királyság krónikái","296152","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439537","6.02634","7.60352","3.3","0","7644","thing","The West Kingdom Tomesaga","2","6","240","240","60","2020","2,3","3","","","","","","","","expansion","","","","",""
"A Nyugati Királyság Lovagjai","266810","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439516","7.66328","7.9593","3.7143","77","32060","thing","Paladins of the West Kingdom","1","4","120","120","90","2019","1,2,3","2","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"A nyugati királyság várgrófjai","296151","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439529","7.373","7.8051","3.4549","192","21667","thing","Viscounts of the West Kingdom","1","4","90","90","60","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"A rettegés éjszakája: Vérfarkas","147949","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85441756","6.85855","7.03436","1.3803","666","57301","thing","One Night Ultimate Werewolf","3","10","10","10","10","2014","4,5,6,7,8,9,10","6,7,8","10+","No necessary in-game text","","","","","","standalone","","","","",""
"A Tiltott Fellegek","245271","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535999","6.01523","6.36913","2.5484","3014","11905","thing","Forbidden Sky","2","5","60","60","60","2018","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"A Tiltott Sivatag","136063","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535996","6.91652","7.06394","2.0398","595","57703","thing","Forbidden Desert","2","5","45","45","45","2013","1,2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"A Tiltott Sziget","65244","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535991","6.64322","6.75197","1.7391","1002","98713","thing","Forbidden Island","2","4","30","30","30","2010","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"A titkos ajtó","6558","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439661","5.56325","6.08529","1.0606","11617","693","thing","The Secret Door","1","8","20","20","20","1991","1,2,3,4,5","3","4–8","No necessary in-game text","","","","","","standalone","","","","",""
"A Világ Története","235591","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73945923","6.00566","7.31264","2.5938","3077","1910","thing","History of the World","3","6","180","180","120","2018","3,4,5,6","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"A Watergate-ügy","274364","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439549","7.39183","7.73105","2.2749","179","24113","thing","Watergate","2","2","60","60","30","2019","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Abszolút megvadult betűk","328484","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439557","5.52087","7.41429","2.5","18630","60","thing","Abszolút megvadult betűk","1","6","60","60","45","2020","1,2,3,4,5","3,4","8","Unplayable in another language","","","","","","standalone","","","","",""
"Activity Crime","288422","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907468","0","6.83333","0","0","71","thing","Activity Crime","3","8","60","0","60","2019","","","","","","","","","","standalone","","","","",""
"Agent Undercover","166384","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70536017","6.60671","6.74568","1.23","1060","30580","thing","Spyfall","3","8","15","15","15","2014","4,5,6,7,8","6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Agricola","31260","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532860","7.72963","7.86079","3.6352","62","89072","thing","Agricola","1","5","150","150","30","2007","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Álarcosbál","139030","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532871","6.33322","6.55308","1.5301","1729","17746","thing","Mascarade","2","13","30","30","30","2013","4,5,6,7,8,9,10,11","6,7,8","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Alhambra","6249","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532875","6.90758","7.0346","2.0986","603","44901","thing","Alhambra","2","6","60","60","45","2003","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Állati Árverés","408938","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149436","0","8","0","0","4","thing","Állati Árverés","2","8","60","60","45","2020","","","","","","","","","","standalone","","(Self-Published)","Hungarian","2020","Hungarian edition"
"Allegra","316407","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149449","5.57302","6.35116","1.5","10833","766","thing","Allegra","2","6","40","40","30","2020","3,4,5,6","4","10+","","","","","","","standalone","","","","",""
"Álmodj hát!","232980","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532927","5.69475","6.75549","1","6262","1046","thing","Dream On!","2","8","20","20","15","2017","2,3,4,5,6","4,5,6","6","No necessary in-game text","","","","","","standalone","","","","",""
"Álmodj Velem!","198454","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532901","6.50366","6.93064","1.1889","1285","11047","thing","When I Dream","4","10","40","40","20","2016","4,5,6,7,8,9,10","6","8+","Unplayable in another language","","","","","","standalone","","","","",""
"Álomház","194880","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532896","6.50792","6.85985","1.6548","1273","11976","thing","Dream Home","2","4","30","30","30","2016","2,3,4","3,4","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Anachrony","185343","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907489","7.73654","8.04657","4","59","26378","thing","Anachrony","1","4","120","120","30","2017","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Anachrony: Exosuit Commander Pack","218791","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907508","6.84592","8.53378","3.6667","0","8354","thing","Anachrony: Exosuit Commander Pack","1","4","120","120","60","2017","2,3,4","3","12+","No necessary in-game text","","","","","","expansion","","","","",""
"Ankh'or: A Nílus-völgy kalmárjai","271530","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532893","6.00718","6.886","1.7568","3065","3382","thing","Ankh'or","2","4","30","30","30","2019","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Aranyásók","9220","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532882","6.41398","6.54066","1.3182","1516","64514","thing","Saboteur","3","10","30","30","30","2004","5,6,7,8,9,10","7,8","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Aranyásók: Az Elfeledett Bányák","245214","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532887","5.68666","6.32185","2.05","6444","2830","thing","Saboteur: The Lost Mines","3","9","45","45","45","2018","4,5,6,7,8,9","6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Arborétum","140934","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533001","7.06863","7.25317","2.1123","421","41862","thing","Arboretum","2","4","30","30","30","2015","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Ark Nova","342942","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907531","8.35125","8.53953","3.7899","3","82525","thing","Ark Nova","1","4","150","150","90","2021","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Arnak elveszett romjai","312484","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439616","7.90635","8.07513","2.9333","30","81224","thing","Lost Ruins of Arnak","1","4","120","120","30","2020","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Art Gallery","369395","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149541","5.61585","6.91767","2.0476","8450","522","thing","Art Gallery","2","6","75","75","45","2023","2,3,4,5,6","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Át a sivatagon","503","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532995","6.95293","7.17037","2.1645","547","19823","thing","Through the Desert","2","5","45","45","45","1998","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Atlantica","245629","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532987","5.58783","6.81028","1.8182","9852","419","thing","Atlantica","2","5","35","0","35","2018","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Avalon","128882","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532981","7.30733","7.49654","1.7364","228","52946","thing","The Resistance: Avalon","5","10","30","30","30","2012","5,6,7,8,9,10","7,8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Ave, Cézár!","338957","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149555","6.75958","7.52269","1.9492","797","7044","thing","Caesar!: Seize Rome in 20 Minutes!","1","2","20","20","20","2024","1,2","2","10+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Axio","219475","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439699","5.74242","6.75412","1.6111","5419","972","thing","Axio","1","4","45","45","30","2017","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Az elvarázsolt labirintus","41916","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532967","6.43103","6.81453","1.2091","1469","12744","thing","The Magic Labyrinth","2","4","30","30","20","2009","2,3,4","3,4","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Azul","230802","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70532962","7.61162","7.72138","1.7741","92","173438","thing","Azul","2","4","45","45","30","2017","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Azul: A királyi pavilon","287954","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73945893","7.3044","7.57591","2.0728","230","31633","thing","Azul: Summer Pavilion","2","4","45","45","30","2019","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Azul: Master Chocolatier","363247","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204107","6.79512","7.86975","1.7662","746","7563","thing","Azul: Master Chocolatier","2","4","45","45","30","2022","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Azul: Queen's Garden","346965","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907618","6.85398","7.44229","2.9224","674","13086","thing","Azul: Queen's Garden","2","4","60","60","45","2021","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Azul: Sintra üvegcsodái","256226","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533744","6.99767","7.28751","2.01","489","24482","thing","Azul: Stained Glass of Sintra","2","4","45","45","30","2018","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Azután","281946","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439912","6.36762","7.46616","2.8642","1632","6777","thing","Aftermath","1","4","120","120","60","2019","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Bagh Chal","315","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149749","5.62283","6.19994","2.28","8172","1331","thing","Bagh Chal","2","2","20","20","20","1000","2","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Banán Buli Balhé","402747","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132311570","5.54144","6.4521","1","14114","317","thing","Mamie Moule Maki","2","8","30","30","15","2025","4,5,6,8","5,6,8","12","","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Bananagrams","27225","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204122","6.21765","6.41557","1.2887","2121","29083","thing","Bananagrams","1","8","15","15","15","2006","2,3,4,5,6","3,4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Bandida","299571","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204126","5.88184","6.47766","1.4737","3913","4872","thing","Bandida","1","4","15","15","15","2020","1,2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Bandido","191925","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204131","6.12364","6.40219","1.1217","2503","13349","thing","Bandido","1","4","15","15","10","2016","1,2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"BANG!","3955","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533747","6.32034","6.48688","1.6332","1770","45291","thing","BANG!","4","7","40","40","20","2002","5,6,7","7","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"BANG! A kockajáték","143741","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533753","6.72515","6.88137","1.2799","851","42121","thing","BANG! The Dice Game","3","8","15","15","15","2013","5,6,7,8","6,7","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"BANG! A párbaj","182094","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533762","5.78562","6.39553","1.913","4863","3861","thing","BANG! The Duel","2","2","30","30","30","2015","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"BANG! Dodge City","9653","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533749","6.3643","6.8671","1.6476","0","9419","thing","BANG! Dodge City","3","8","40","40","20","2004","5,6,7,8","7,8","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Barakka","262291","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439957","5.52155","6.50308","1.3333","18439","138","thing","Barakka","1","2","20","20","15","2021","1,2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Barrage","251247","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907827","7.84023","8.14098","4.1151","39","25272","thing","Barrage","1","4","180","180","90","2019","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Bastille","259038","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533768","5.75593","7.0935","2.5","5236","900","thing","Bastille","3","4","60","60","60","2018","3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Beez: Mééz","299592","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85439968","6.0358","6.69881","1.7895","2916","4741","thing","Beez","2","4","45","45","30","2020","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Betyárvilág","433344","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149819","0","6.28421","2","0","41","thing","Betyárvilág","3","8","60","60","30","2024","3,4,5,6,7,8","4,5","10+","","","","","","","standalone","","","","",""
"Birodalmi Telepesek","154203","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149845","7.10522","7.29548","2.7721","384","34076","thing","Imperial Settlers","1","4","90","90","45","2015","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2015","Hungarian edition"
"Biss 20","318195","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204390","5.80182","6.89671","1.1875","4667","1541","thing","Biss 20","2","8","20","20","20","2020","2,3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Bitoku","323612","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204141","7.19893","7.79308","3.7655","300","14625","thing","Bitoku","1","4","120","120","120","2021","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Blood Rage","170216","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533772","7.73103","7.90534","2.8822","60","60748","thing","Blood Rage","2","4","90","90","60","2015","3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Bloom Town","284291","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440017","5.69296","6.39416","1.7692","6293","1104","thing","Bloom Town","2","4","40","40","30","2019","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Blue Banana","288424","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533779","5.59805","6.69096","1.5","9275","475","thing","Blue Banana","2","5","20","0","20","2019","2,3,4,5","3,4","","No necessary in-game text","","","","","","standalone","","","","",""
"Bohnanza","11","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907623","6.95904","7.07685","1.6681","541","80439","thing","Bohnanza","2","7","45","45","45","1997","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Bohnkick","21631","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907669","5.48977","5.29172","1.5625","26878","666","thing","Bohnkick","2","4","45","45","45","2006","2,4","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Bonszai","366994","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149893","6.47611","7.17838","1.8022","1352","5973","thing","Bonsai","1","4","40","40","40","2023","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian editon"
"Braintopia Beyond","251481","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535058","5.64071","6.38064","1.2","7570","1399","thing","Braintopia Beyond","2","6","15","15","15","2018","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Braintopia Kids","203265","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535063","5.55174","6.25184","1","12739","639","thing","Braintopia Kids","2","6","30","30","15","2016","4","4","5–8","No necessary in-game text","","","","","","standalone","","","","",""
"Brass: Birmingham","224517","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440027","8.39917","8.57155","3.8665","1","78757","thing","Brass: Birmingham","2","4","120","120","60","2018","2,3,4","3,4","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Bravo!","285894","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95908608","6.20377","7.17727","1.8409","2178","4771","thing","Bravo!","1","6","20","20","20","2019","1,2,3,4,5,6","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Brazil: Imperial","249277","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204151","6.67556","7.52707","2.9948","934","7065","thing","Brazil: Imperial","1","4","100","100","100","2021","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Brothers","246812","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907678","5.56388","6.26251","1.1111","11562","480","thing","Brothers","2","4","15","15","10","2018","2","2","6","No necessary in-game text","","","","","","standalone","","","","",""
"Bubblee Pop","192343","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440030","5.75576","6.16641","1.3182","5241","1943","thing","Bubblee Pop","1","2","20","20","20","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Bullshit","376861","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204182","0","5","0","0","27","thing","Bullshit","3","99","30","30","30","2022","","","","","","","","","","standalone","","","","",""
"Bűnjelek: Gyilkosság Hongkongban","156129","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533776","7.22237","7.42621","1.5861","278","36992","thing","Deception: Murder in Hong Kong","4","12","20","20","20","2014","5,6,7,8,9,10,11,12","6,7,8","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Bűnügyi Krónikák","239188","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533775","7.16562","7.54529","2.06","332","40737","thing","Chronicles of Crime","1","4","90","90","60","2018","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Burgle Bros.","172081","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907693","7.08295","7.4137","2.3161","404","19196","thing","Burgle Bros.","1","4","90","90","45","2015","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Ca$h 'n Guns: Second Edition","155362","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533877","6.61962","6.81067","1.2487","1040","23451","thing","Ca$h 'n Guns: Second Edition","4","8","30","30","30","2014","4,5,6,7,8","6,7,8","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Ca$h 'n Guns: Second Edition – More Ca$h 'n More Guns","181228","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907704","5.97295","7.24522","1.4667","0","3887","thing","Ca$h 'n Guns: Second Edition – More Ca$h 'n More Guns","4","8","30","0","30","2015","4,5,6,7,8","6,7,8","10+","No necessary in-game text","","","","","","expansion","","","","",""
"Café","284936","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204194","6.53093","7.17162","2.0661","1219","7782","thing","Café","1","4","45","45","20","2020","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Calavera","269041","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440046","5.87662","6.78068","1.0769","3952","2191","thing","Calavera","2","4","20","20","20","2019","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Camel Up (Second Edition)","260605","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533791","7.25041","7.55076","1.5069","263","28635","thing","Camel Up (Second Edition)","3","8","45","45","30","2018","3,4,5,6,7,8","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Canopy","295607","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95908518","6.57579","7.25988","2.037","1130","9605","thing","Canopy","1","4","30","30","30","2021","1,2,3","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Canvas","290236","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907719","6.92823","7.20638","1.7249","576","30358","thing","Canvas","1","5","30","30","30","2021","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Captain Sonar","171131","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533798","7.29092","7.50388","2.1952","238","33024","thing","Captain Sonar","2","8","60","60","45","2016","6,7,8","8","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Caravanserai","405542","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149974","5.53673","7.47636","3","14886","67","thing","Caravanserai","2","4","75","75","75","2024","3,4","3","","No necessary in-game text","","","","","","standalone","","Private Moon Studios","English; Hungarian","2024","English/Hungarian edition"
"Carcassonne","822","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533804","7.29578","7.4134","1.8863","236","215913","thing","Carcassonne","2","5","45","45","30","2000","2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Carcassonne: Amazonas","206940","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70533856","6.24901","7.02448","1.8868","1993","5040","thing","Carcassonne: Amazonas","2","5","35","35","35","2016","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
